"काण्डः (आर्षेयपाठः)","विषयः (आर्षेयपाठः)","अनुवाकः (आर्षेयपाठः)","भागः (सारस्वतः)","काण्डः (सारस्वतः)","प्रश्नः (सारस्वतः)","अनुवाकः (सारस्वतः)",""
"4","16","7","1","3","1","7","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","8","1","3","1","8","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","9","1","3","1","9","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","10","1","3","1","10","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","11","1","3","2","1","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","12","1","3","2","2","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","13","1","3","2","3","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","14","1","3","2","4","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","15","1","3","2","5","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","16","1","3","2","6","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","17","1","3","2","7","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","18","1","3","2","8","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","19","1","3","2","9","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","20","1","3","2","10","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","21","1","3","3","1","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","22","1","3","3","2","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","23","1","3","3","3","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","24","1","3","3","4","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","25","1","3","3","5","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","26","1","3","3","6","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","27","1","3","3","7","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","28","1","3","3","8","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","29","1","3","3","9","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","30","1","3","3","10","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","31","1","3","4","1","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","32","1","3","4","2","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","33","1","3","4","3","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","34","1","3","4","4","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","35","1","3","4","5","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","36","1","3","4","6","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","37","1","3","4","7","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","38","1","3","4","8","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","39","1","3","4","9","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","40","1","3","4","10","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","41","1","3","5","1","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","42","1","3","5","2","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","43","1","3","5","3","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","44","1","3","5","4","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","45","1","3","5","5","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","46","1","3","5","6","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","47","1","3","5","7","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","48","1","3","5","8","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","49","1","3","5","9","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","16","50","1","3","5","10","औपानुवाक्यम् (मन्त्र-ब्राह्मणात्मकम्)"
"4","17","1","1","1","1","14","याज्याः"
"4","17","2","1","1","2","14","याज्याः"
"4","17","3","1","1","3","14","याज्याः"
"4","17","4","1","1","4","46","याज्याः"
"4","17","5","1","1","5","11","याज्याः"
"4","17","6","1","1","6","12","याज्याः"
"4","17","7","1","1","7","13","याज्याः"
"4","17","8","1","1","8","22","याज्याः"
"4","17","9","1","2","1","11","याज्याः"
"4","17","10","1","2","2","12","याज्याः"
"4","17","11","1","2","3","14","याज्याः"
"4","17","12","1","2","4","14","याज्याः"
"4","17","13","1","2","5","12","याज्याः"
"4","17","14","1","2","6","11","याज्याः"
"4","17","15","1","2","6","12","याज्याः"
"4","17","16","1","3","1","11","याज्याः"
"4","17","17","1","3","2","11","याज्याः"
"4","17","18","1","3","3","11","याज्याः"
"4","17","19","1","3","4","11","याज्याः"
"4","17","20","1","3","5","11","याज्याः"
"4","17","21","1","4","1","11","याज्याः"
"4","17","22","1","4","2","11","याज्याः"
"4","17","23","1","4","3","13","याज्याः"
"4","18","1","1","7","1","11","अश्वमेधः"
"4","18","2","1","7","1","12","अश्वमेधः"
"4","18","3","1","7","1","13","अश्वमेधः"
"4","18","4","1","7","1","14","अश्वमेधः"
"4","18","5","1","7","1","15","अश्वमेधः"
"4","18","6","1","7","1","16","अश्वमेधः"
"4","18","7","1","7","1","17","अश्वमेधः"
"4","18","8","1","7","1","18","अश्वमेधः"
"4","18","9","1","7","1","19","अश्वमेधः"
"4","18","10","1","7","1","20","अश्वमेधः"
"4","18","11","1","7","2","11","अश्वमेधः"
"4","18","12","1","7","2","12","अश्वमेधः"
"4","18","13","1","7","2","13","अश्वमेधः"
"4","18","14","1","7","2","14","अश्वमेधः"
"4","18","15","1","7","2","15","अश्वमेधः"
"4","18","16","1","7","2","16","अश्वमेधः"
"4","18","17","1","7","2","17","अश्वमेधः"
"4","18","18","1","7","2","18","अश्वमेधः"
"4","18","19","1","7","2","19","अश्वमेधः"
"4","18","20","1","7","2","20","अश्वमेधः"
"4","18","21","1","7","3","11","अश्वमेधः"
"4","18","22","1","7","3","12","अश्वमेधः"
"4","18","23","1","7","3","13","अश्वमेधः"
"4","18","24","1","7","3","14","अश्वमेधः"
"4","18","25","1","7","3","15","अश्वमेधः"
"4","18","26","1","7","3","16","अश्वमेधः"
"4","18","27","1","7","3","17","अश्वमेधः"
"4","18","28","1","7","3","18","अश्वमेधः"
"4","18","29","1","7","3","19","अश्वमेधः"
"4","18","30","1","7","3","20","अश्वमेधः"
"4","18","31","1","7","4","12","अश्वमेधः"
"4","18","32","1","7","4","13","अश्वमेधः"
"4","18","33","1","7","4","14","अश्वमेधः"
"4","18","34","1","7","4","15","अश्वमेधः"
"4","18","35","1","7","4","16","अश्वमेधः"
"4","18","36","1","7","4","17","अश्वमेधः"
"4","18","37","1","7","4","18","अश्वमेधः"
"4","18","38","1","7","4","19","अश्वमेधः"
"4","18","39","1","7","4","20","अश्वमेधः"
"4","18","40","1","7","4","21","अश्वमेधः"
"4","18","41","1","7","4","22","अश्वमेधः"
"4","18","42","1","7","5","11","अश्वमेधः"
"4","18","43","1","7","5","12","अश्वमेधः"
"4","18","44","1","7","5","13","अश्वमेधः"
"4","18","45","1","7","5","16","अश्वमेधः"
"4","18","46","1","7","5","17","अश्वमेधः"
"4","18","47","1","7","5","18","अश्वमेधः"
"4","18","48","1","7","5","19","अश्वमेधः"
"4","18","49","1","7","5","20","अश्वमेधः"
"4","18","50","1","7","5","23","अश्वमेधः"
"4","18","51","1","7","5","24","अश्वमेधः"
"4","18","52","1","4","4","12","अश्वमेधः"
"4","18","53","1","4","6","6","अश्वमेधः"
"4","18","54","1","4","6","7","अश्वमेधः"
"4","18","55","1","4","6","8","अश्वमेधः"
"4","18","56","1","4","6","9","अश्वमेधः"
"4","18","57","1","4","7","15","अश्वमेधः"
"4","18","58","1","5","1","11","अश्वमेधः"
"4","18","59","1","5","2","11","अश्वमेधः"
"4","18","60","1","5","2","12","अश्वमेधः"
"4","18","61","1","5","7","11","अश्वमेधः"
"4","18","62","1","5","7","12","अश्वमेधः"
"4","18","63","1","5","7","13","अश्वमेधः"
"4","18","64","1","5","7","14","अश्वमेधः"
"4","18","65","1","5","7","15","अश्वमेधः"
"4","18","66","1","5","7","16","अश्वमेधः"
"4","18","67","1","5","7","17","अश्वमेधः"
"4","18","68","1","5","7","18","अश्वमेधः"
"4","18","69","1","5","7","19","अश्वमेधः"
"4","18","70","1","5","7","20","अश्वमेधः"
"4","18","71","1","5","7","21","अश्वमेधः"
"4","18","72","1","5","7","22","अश्वमेधः"
"4","18","73","1","5","7","23","अश्वमेधः"
"4","18","74","3","3","20","0","अश्वमेधः"
"4","18","75","3","3","21","0","अश्वमेधः"
"4","18","76","1","5","7","24","अश्वमेधः"
"4","18","77","1","5","7","25","अश्वमेधः"
"4","18","78","1","5","7","26","अश्वमेधः"
"4","19","1","2","3","8","1","अश्वमेध-ब्राह्मणम्"
"4","19","2","2","3","8","2","अश्वमेध-ब्राह्मणम्"
"4","19","3","2","3","8","3","अश्वमेध-ब्राह्मणम्"
"4","19","4","2","3","8","4","अश्वमेध-ब्राह्मणम्"
"4","19","5","2","3","8","5","अश्वमेध-ब्राह्मणम्"
"4","19","6","2","3","8","6","अश्वमेध-ब्राह्मणम्"
"4","19","7","2","3","8","7","अश्वमेध-ब्राह्मणम्"
"4","19","8","2","3","8","8","अश्वमेध-ब्राह्मणम्"
"4","19","9","2","3","8","9","अश्वमेध-ब्राह्मणम्"
"4","19","10","2","3","8","10","अश्वमेध-ब्राह्मणम्"
"4","19","11","2","3","8","11","अश्वमेध-ब्राह्मणम्"
"4","19","12","2","3","8","12","अश्वमेध-ब्राह्मणम्"
"4","19","13","2","3","8","13","अश्वमेध-ब्राह्मणम्"
"4","19","14","2","3","8","14","अश्वमेध-ब्राह्मणम्"
"4","19","15","2","3","8","15","अश्वमेध-ब्राह्मणम्"
"4","19","16","2","3","8","16","अश्वमेध-ब्राह्मणम्"
"4","19","17","2","3","8","17","अश्वमेध-ब्राह्मणम्"
"4","19","18","2","3","8","18","अश्वमेध-ब्राह्मणम्"
"4","19","19","2","3","8","19","अश्वमेध-ब्राह्मणम्"
"4","19","20","2","3","8","20","अश्वमेध-ब्राह्मणम्"
"4","19","21","2","3","8","21","अश्वमेध-ब्राह्मणम्"
"4","19","22","2","3","8","22","अश्वमेध-ब्राह्मणम्"
"4","19","23","2","3","8","23","अश्वमेध-ब्राह्मणम्"
"4","19","24","2","3","9","1","अश्वमेध-ब्राह्मणम्"
"4","19","25","2","3","9","2","अश्वमेध-ब्राह्मणम्"
"4","19","26","2","3","9","3","अश्वमेध-ब्राह्मणम्"
"4","19","27","2","3","9","4","अश्वमेध-ब्राह्मणम्"
"4","19","28","2","3","9","5","अश्वमेध-ब्राह्मणम्"
"4","19","29","2","3","9","6","अश्वमेध-ब्राह्मणम्"
"4","19","30","2","3","9","7","अश्वमेध-ब्राह्मणम्"
"4","19","31","2","3","9","8","अश्वमेध-ब्राह्मणम्"
"4","19","32","2","3","9","9","अश्वमेध-ब्राह्मणम्"
"4","19","33","2","3","9","10","अश्वमेध-ब्राह्मणम्"
"4","19","34","2","3","9","11","अश्वमेध-ब्राह्मणम्"
"4","19","35","2","3","9","12","अश्वमेध-ब्राह्मणम्"
"4","19","36","2","3","9","13","अश्वमेध-ब्राह्मणम्"
"4","19","37","2","3","9","14","अश्वमेध-ब्राह्मणम्"
"4","19","38","2","3","9","15","अश्वमेध-ब्राह्मणम्"
"4","19","39","2","3","9","16","अश्वमेध-ब्राह्मणम्"
"4","19","40","2","3","9","17","अश्वमेध-ब्राह्मणम्"
"4","19","41","2","3","9","18","अश्वमेध-ब्राह्मणम्"
"4","19","42","2","3","9","19","अश्वमेध-ब्राह्मणम्"
"4","19","43","2","3","9","20","अश्वमेध-ब्राह्मणम्"
"4","19","44","2","3","9","21","अश्वमेध-ब्राह्मणम्"
"4","19","45","2","3","9","22","अश्वमेध-ब्राह्मणम्"
"4","19","46","2","3","9","23","अश्वमेध-ब्राह्मणम्"
"4","19","47","1","5","5","11","अश्वमेध-ब्राह्मणम्"
"4","19","48","1","5","5","12","अश्वमेध-ब्राह्मणम्"
"4","19","49","1","5","5","13","अश्वमेध-ब्राह्मणम्"
"4","19","50","1","5","5","14","अश्वमेध-ब्राह्मणम्"
"4","19","51","1","5","5","15","अश्वमेध-ब्राह्मणम्"
"4","19","52","1","5","5","16","अश्वमेध-ब्राह्मणम्"
"4","19","53","1","5","5","17","अश्वमेध-ब्राह्मणम्"
"4","19","54","1","5","5","18","अश्वमेध-ब्राह्मणम्"
"4","19","55","1","5","5","19","अश्वमेध-ब्राह्मणम्"
"4","19","56","1","5","5","20","अश्वमेध-ब्राह्मणम्"
"4","19","57","1","5","5","21","अश्वमेध-ब्राह्मणम्"
"4","19","58","1","5","5","22","अश्वमेध-ब्राह्मणम्"
"4","19","59","1","5","5","23","अश्वमेध-ब्राह्मणम्"
"4","19","60","1","5","5","24","अश्वमेध-ब्राह्मणम्"
"4","19","61","1","5","6","11","अश्वमेध-ब्राह्मणम्"
"4","19","62","1","5","6","12","अश्वमेध-ब्राह्मणम्"
"4","19","63","1","5","6","13","अश्वमेध-ब्राह्मणम्"
"4","19","64","1","5","6","14","अश्वमेध-ब्राह्मणम्"
"4","19","65","1","5","6","15","अश्वमेध-ब्राह्मणम्"
"4","19","66","1","5","6","16","अश्वमेध-ब्राह्मणम्"
"4","19","67","1","5","6","17","अश्वमेध-ब्राह्मणम्"
"4","19","68","1","5","6","18","अश्वमेध-ब्राह्मणम्"
"4","19","69","1","5","6","19","अश्वमेध-ब्राह्मणम्"
"4","19","70","1","5","6","20","अश्वमेध-ब्राह्मणम्"
"4","19","71","1","5","6","21","अश्वमेध-ब्राह्मणम्"
"4","19","72","1","5","6","22","अश्वमेध-ब्राह्मणम्"
"4","19","73","1","5","6","23","अश्वमेध-ब्राह्मणम्"
"4","19","74","1","5","3","12","अश्वमेध-ब्राह्मणम्"
"4","19","75","1","5","4","12","अश्वमेध-ब्राह्मणम्"
"4","19","76","1","7","5","14","अश्वमेध-ब्राह्मणम्"
"4","19","77","1","7","5","15","अश्वमेध-ब्राह्मणम्"
"4","19","78","1","7","5","21","अश्वमेध-ब्राह्मणम्"
"4","19","79","1","7","5","22","अश्वमेध-ब्राह्मणम्"
"4","19","80","1","7","5","25","अश्वमेध-ब्राह्मणम्"
"4","20","1","2","3","4","1","पुरुषमेध-ब्राह्मणम्"
"4","20","2","2","3","4","2","पुरुषमेध-ब्राह्मणम्"
"4","20","3","2","3","4","3","पुरुषमेध-ब्राह्मणम्"
"4","20","4","2","3","4","4","पुरुषमेध-ब्राह्मणम्"
"4","20","5","2","3","4","5","पुरुषमेध-ब्राह्मणम्"
"4","20","6","2","3","4","6","पुरुषमेध-ब्राह्मणम्"
"4","20","7","2","3","4","7","पुरुषमेध-ब्राह्मणम्"
"4","20","8","2","3","4","8","पुरुषमेध-ब्राह्मणम्"
"4","20","9","2","3","4","9","पुरुषमेध-ब्राह्मणम्"
"4","20","10","2","3","4","10","पुरुषमेध-ब्राह्मणम्"
"4","20","11","2","3","4","11","पुरुषमेध-ब्राह्मणम्"
"4","20","12","2","3","4","12","पुरुषमेध-ब्राह्मणम्"
"4","20","13","2","3","4","13","पुरुषमेध-ब्राह्मणम्"
"4","20","14","2","3","4","14","पुरुषमेध-ब्राह्मणम्"
"4","20","15","2","3","4","15","पुरुषमेध-ब्राह्मणम्"
"4","20","16","2","3","4","16","पुरुषमेध-ब्राह्मणम्"
"4","20","17","2","3","4","17","पुरुषमेध-ब्राह्मणम्"
"4","20","18","2","3","4","18","पुरुषमेध-ब्राह्मणम्"
"4","20","19","2","3","4","19","पुरुषमेध-ब्राह्मणम्"
"4","21","1","1","1","8","21","सौत्रामणी"
"4","22","1","2","1","8","5","सौत्रामणी-ब्राह्मणम्"
"4","22","2","2","1","8","6","सौत्रामणी-ब्राह्मणम्"
"4","23","1","2","3","7","4","अच्छिद्राणि"
"4","23","2","2","3","7","5","अच्छिद्राणि"
"4","23","3","2","3","7","6","अच्छिद्राणि"
"4","23","4","2","3","7","7","अच्छिद्राणि"
"4","23","5","2","3","7","8","अच्छिद्राणि"
"4","23","6","2","3","7","9","अच्छिद्राणि"
"4","23","7","2","3","7","10","अच्छिद्राणि"
"4","23","8","2","3","7","11","अच्छिद्राणि"
"4","23","9","2","3","7","12","अच्छिद्राणि"
"4","23","10","2","3","7","13","अच्छिद्राणि"
"4","23","11","2","3","7","14","अच्छिद्राणि"
"4","24","1","2","3","7","1","अच्छिद्र-ब्राह्मणम्"
"4","24","2","2","3","7","2","अच्छिद्र-ब्राह्मणम्"
"4","24","3","2","3","7","3","अच्छिद्र-ब्राह्मणम्"
"4","25","1","2","3","6","1","पशुहौत्रम्"
"4","25","2","2","3","6","2","पशुहौत्रम्"
"4","25","3","2","3","6","3","पशुहौत्रम्"
"4","25","4","2","3","6","4","पशुहौत्रम्"
"4","25","5","2","3","6","5","पशुहौत्रम्"
"4","25","6","2","3","6","6","पशुहौत्रम्"
"4","25","7","2","3","6","7","पशुहौत्रम्"
"4","25","8","2","3","6","8","पशुहौत्रम्"
"4","25","9","2","3","6","9","पशुहौत्रम्"
"4","25","10","2","3","6","10","पशुहौत्रम्"
"4","25","11","2","3","6","11","पशुहौत्रम्"
"4","25","12","2","3","6","12","पशुहौत्रम्"
"4","25","13","2","3","6","13","पशुहौत्रम्"
"4","25","14","2","3","6","14","पशुहौत्रम्"
"4","25","15","2","3","6","15","पशुहौत्रम्"
"4","26","1","3","5","1","0","उपनिषद्"
"4","26","2","3","5","3","0","उपनिषद्"
"4","26","3","3","5","4","0","उपनिषद्"
"4","26","4","3","5","10","0","उपनिषद्"
"4","26","5","3","5","12","0","उपनिषद्"
"4","26","6","3","5","13","0","उपनिषद्"
"4","26","7","3","6","1","0","उपनिषद्"
"4","26","8","3","6","2","0","उपनिषद्"
"4","26","9","3","6","3","0","उपनिषद्"
"4","26","10","3","6","4","0","उपनिषद्"
"4","26","11","3","6","5","0","उपनिषद्"
"4","26","12","3","6","6","0","उपनिषद्"
"4","26","13","3","6","7","0","उपनिषद्"
"4","26","14","3","6","8","0","उपनिषद्"
"4","26","15","3","6","10","0","उपनिषद्"
"4","26","16","3","6","11","0","उपनिषद्"
"4","26","17","3","6","12","0","उपनिषद्"
"4","26","18","3","6","15","0","उपनिषद्"
"4","26","19","3","6","16","0","उपनिषद्"
"4","26","20","3","6","17","0","उपनिषद्"
"4","26","21","3","6","18","0","उपनिषद्"
"4","26","22","3","6","20","0","उपनिषद्"
"4","26","23","3","6","21","0","उपनिषद्"
"4","26","24","3","6","22","0","उपनिषद्"
"4","26","25","3","6","23","0","उपनिषद्"
"4","26","26","3","6","24","0","उपनिषद्"
"4","26","27","3","6","25","0","उपनिषद्"
"4","26","28","3","6","26","0","उपनिषद्"
"4","26","29","3","6","27","0","उपनिषद्"
"4","26","30","3","6","28","0","उपनिषद्"
"4","26","31","3","6","29","0","उपनिषद्"
"4","26","32","3","6","30","0","उपनिषद्"
"4","26","33","3","6","31","0","उपनिषद्"
"4","26","34","3","6","32","0","उपनिषद्"
"4","26","35","3","6","33","0","उपनिषद्"
"4","26","36","3","6","34","0","उपनिषद्"
"4","26","37","3","6","35","0","उपनिषद्"
"4","26","38","3","6","36","0","उपनिषद्"
"4","26","39","3","6","37","0","उपनिषद्"
"4","26","40","3","6","38","0","उपनिषद्"
"4","26","41","3","6","39","0","उपनिषद्"
"4","26","42","3","6","40","0","उपनिषद्"
"4","26","43","3","6","41","0","उपनिषद्"
"4","26","44","3","6","42","0","उपनिषद्"
"4","26","45","3","6","43","0","उपनिषद्"
"4","26","46","3","6","44","0","उपनिषद्"
"4","26","47","3","6","45","0","उपनिषद्"
"4","26","48","3","6","46","0","उपनिषद्"
"4","26","49","3","6","47","0","उपनिषद्"
"4","26","50","3","6","48","0","उपनिषद्"
"4","26","51","3","6","49","0","उपनिषद्"
"4","26","52","3","6","50","0","उपनिषद्"
"4","26","53","3","6","51","0","उपनिषद्"
"4","26","54","3","6","52","0","उपनिषद्"
"4","26","55","3","6","53","0","उपनिषद्"
"4","26","56","3","6","54","0","उपनिषद्"
"4","26","57","3","6","55","0","उपनिषद्"
"4","26","58","3","6","56","0","उपनिषद्"
"4","26","59","3","6","57","0","उपनिषद्"
"4","26","60","3","6","58","0","उपनिषद्"
"4","26","61","3","6","59","0","उपनिषद्"
"4","26","62","3","6","60","0","उपनिषद्"
"4","26","63","3","6","61","0","उपनिषद्"
"4","27","1","3","5","2","0","उपनिषद्-ब्राह्मणम्"
"4","27","2","3","5","5","0","उपनिषद्-ब्राह्मणम्"
"4","27","3","3","5","6","0","उपनिषद्-ब्राह्मणम्"
"4","27","4","3","5","7","0","उपनिषद्-ब्राह्मणम्"
"4","27","5","3","5","8","0","उपनिषद्-ब्राह्मणम्"
"4","27","6","3","5","9","0","उपनिषद्-ब्राह्मणम्"
"4","27","7","3","5","11","0","उपनिषद्-ब्राह्मणम्"
"4","27","8","3","5","14","0","उपनिषद्-ब्राह्मणम्"
"4","27","9","3","5","15","0","उपनिषद्-ब्राह्मणम्"
"4","27","10","3","6","9","0","उपनिषद्-ब्राह्मणम्"
"4","27","11","3","6","13","0","उपनिषद्-ब्राह्मणम्"
"4","27","12","3","6","14","0","उपनिषद्-ब्राह्मणम्"
"4","27","13","3","6","19","0","उपनिषद्-ब्राह्मणम्"
"4","27","14","3","6","62","0","उपनिषद्-ब्राह्मणम्"
"4","27","15","3","6","63","0","उपनिषद्-ब्राह्मणम्"
"4","27","16","3","6","64","0","उपनिषद्-ब्राह्मणम्"
"4","28","1","4","1","1","0","एकाग्नि-काण्डः"
"4","28","2","4","1","2","0","एकाग्नि-काण्डः"
"4","28","3","4","1","3","0","एकाग्नि-काण्डः"
"4","28","4","4","1","4","0","एकाग्नि-काण्डः"
"4","28","5","4","1","5","0","एकाग्नि-काण्डः"
"4","28","6","4","1","6","0","एकाग्नि-काण्डः"
"4","28","7","4","1","7","0","एकाग्नि-काण्डः"
"4","28","8","4","1","8","0","एकाग्नि-काण्डः"
"4","28","9","4","1","9","0","एकाग्नि-काण्डः"
"4","28","10","4","1","10","0","एकाग्नि-काण्डः"
"4","28","11","4","1","11","0","एकाग्नि-काण्डः"
"4","28","12","4","1","12","0","एकाग्नि-काण्डः"
"4","28","13","4","1","13","0","एकाग्नि-काण्डः"
"4","28","14","4","1","14","0","एकाग्नि-काण्डः"
"4","28","15","4","1","15","0","एकाग्नि-काण्डः"
"4","28","16","4","1","16","0","एकाग्नि-काण्डः"
"4","28","17","4","1","17","0","एकाग्नि-काण्डः"
"4","28","18","4","1","18","0","एकाग्नि-काण्डः"
"4","28","19","4","2","1","0","एकाग्नि-काण्डः"
"4","28","20","4","2","2","0","एकाग्नि-काण्डः"
"4","28","21","4","2","3","0","एकाग्नि-काण्डः"
"4","28","22","4","2","4","0","एकाग्नि-काण्डः"
"4","28","23","4","2","5","0","एकाग्नि-काण्डः"
"4","28","24","4","2","6","0","एकाग्नि-काण्डः"
"4","28","25","4","2","7","0","एकाग्नि-काण्डः"
"4","28","26","4","2","8","0","एकाग्नि-काण्डः"
"4","28","27","4","2","9","0","एकाग्नि-काण्डः"
"4","28","28","4","2","10","0","एकाग्नि-काण्डः"
"4","28","29","4","2","11","0","एकाग्नि-काण्डः"
"4","28","30","4","2","12","0","एकाग्नि-काण्डः"
"4","28","31","4","2","13","0","एकाग्नि-काण्डः"
"4","28","32","4","2","14","0","एकाग्नि-काण्डः"
"4","28","33","4","2","15","0","एकाग्नि-काण्डः"
"4","28","34","4","2","16","0","एकाग्नि-काण्डः"
"4","28","35","4","2","17","0","एकाग्नि-काण्डः"
"4","28","36","4","2","18","0","एकाग्नि-काण्डः"
"4","28","37","4","2","19","0","एकाग्नि-काण्डः"
"4","28","38","4","2","20","0","एकाग्नि-काण्डः"
"4","28","39","4","2","21","0","एकाग्नि-काण्डः"
"4","28","40","4","2","22","0","एकाग्नि-काण्डः"
"5","1","1","3","2","3","0","स्वाध्यायः"
"5","1","2","3","2","4","0","स्वाध्यायः"
"5","1","3","3","2","5","0","स्वाध्यायः"
"5","1","4","3","2","6","0","स्वाध्यायः"
"5","1","5","3","2","19","0","स्वाध्यायः"
"5","2","1","3","2","1","0","स्वाध्याय-ब्राह्मणम्"
"5","2","2","3","2","2","0","स्वाध्याय-ब्राह्मणम्"
"5","2","3","3","2","7","0","स्वाध्याय-ब्राह्मणम्"
"5","2","4","3","2","8","0","स्वाध्याय-ब्राह्मणम्"
"5","2","5","3","2","9","0","स्वाध्याय-ब्राह्मणम्"
"5","2","6","3","2","10","0","स्वाध्याय-ब्राह्मणम्"
"5","2","7","3","2","11","0","स्वाध्याय-ब्राह्मणम्"
"5","2","8","3","2","12","0","स्वाध्याय-ब्राह्मणम्"
"5","2","9","3","2","13","0","स्वाध्याय-ब्राह्मणम्"
"5","2","10","3","2","14","0","स्वाध्याय-ब्राह्मणम्"
"5","2","11","3","2","15","0","स्वाध्याय-ब्राह्मणम्"
"5","2","12","3","2","16","0","स्वाध्याय-ब्राह्मणम्"
"5","2","13","3","2","17","0","स्वाध्याय-ब्राह्मणम्"
"5","2","14","3","2","18","0","स्वाध्याय-ब्राह्मणम्"
"","anuvAkAH","1260","","","","970",""
"","","","","","","mantra-anuvAka","686"